Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,WorkloadScore,WeeklyHoursWorked,MonthlyMeetings,CompensationSatisfaction,CareerGrowthPerception,ManagerSupportScore,WorkModel,ProductivityScore,SalaryBand,ExperienceBand,TenureBand,WHI,WHI_Risk_Category
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,2,36.9,9,5,4,2,Hybrid,2,Low,Mid (6-10),Established (4-5),60.63892964004268,Moderate
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1770,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,4,53.5,27,4,3,2,Onsite,2,High,Expert (20+),New (0-1),38.611243102785295,At Risk
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,2,39.8,14,2,3,3,Hybrid,2,Below Average,Senior (11-20),Veteran (6-10),49.147195014401724,At Risk
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,No,20,4,2,2,5,2,3,5,3,0,4,3,38.3,10,4,3,4,Hybrid,5,Low,Early (3-5),Established (4-5),57.755820896848974,Moderate
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,3,53.5,12,3,3,3,Remote,5,Below Average,Senior (11-20),Lifer (10+),54.96726714232136,Moderate
53,No,Non-Travel,661,Research & Development,1,4,Medical,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,4,63.4,16,5,3,3,Onsite,3,Above Average,Expert (20+),Settling (2-3),53.089508263349764,Moderate
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,4,43.0,6,3,4,4,Onsite,4,Below Average,Mid (6-10),Veteran (6-10),63.31207198806344,Moderate
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,4,42.8,14,2,2,4,Onsite,3,Average,Mid (6-10),Settling (2-3),42.84709553791857,At Risk
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1780,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,4,41.5,8,2,4,2,Remote,2,Low,Entry (0-2),New (0-1),41.369300551337595,At Risk
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,2,39.8,13,3,4,4,Onsite,3,Below Average,Early (3-5),Established (4-5),63.801456766137754,Moderate
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,4,53.3,7,3,4,3,Onsite,3,Low,Entry (0-2),New (0-1),47.61418220555782,At Risk
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,4,35.0,12,2,3,3,Onsite,4,Below Average,Senior (11-20),Lifer (10+),45.56452594432071,At Risk
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,3,41.4,12,2,3,3,Onsite,2,Above Average,Senior (11-20),Settling (2-3),50.594963671836254,Moderate
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,5,42.1,9,1,4,5,Onsite,3,Below Average,Early (3-5),Established (4-5),44.496949703927555,At Risk
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,5,49.3,32,4,4,4,Remote,2,High,Expert (20+),Settling (2-3),63.54021602355683,Moderate
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,4,57.3,8,4,2,5,Onsite,4,Average,Senior (11-20),Lifer (10+),55.23683724767161,Moderate
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3,4,50.6,5,2,1,3,Onsite,3,Low,Mid (6-10),Established (4-5),33.4514155491915,At Risk
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,3,48.9,15,3,4,4,Onsite,3,Below Average,Senior (11-20),Veteran (6-10),58.407975430936276,Moderate
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7,4,57.1,10,3,2,3,Hybrid,3,Below Average,Mid (6-10),Veteran (6-10),50.57570530940888,Moderate
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,No,19,3,2,1,14,1,3,10,8,7,6,4,37.7,9,5,2,3,Hybrid,5,Below Average,Senior (11-20),Veteran (6-10),53.29393474351769,Moderate
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,4,38.2,11,3,3,5,Hybrid,3,Low,Early (3-5),Established (4-5),67.0728479666114,Moderate
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1800,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,No,21,4,3,0,9,3,3,4,3,2,2,3,42.3,18,3,3,3,Remote,3,Above Average,Mid (6-10),Established (4-5),54.96726714232136,Moderate
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,No,15,3,3,0,6,3,3,2,2,2,2,2,39.3,9,3,3,5,Remote,3,Average,Mid (6-10),Settling (2-3),61.97030465225948,Moderate
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,No,17,3,4,1,7,5,2,4,3,0,2,2,41.2,7,3,4,2,Onsite,3,Below Average,Mid (6-10),Established (4-5),48.43799479937986,At Risk
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,No,18,3,3,2,10,2,2,0,0,0,0,4,38.9,10,3,4,2,Remote,3,Below Average,Mid (6-10),New (0-1),44.492282121612924,At Risk
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,2,36.6,12,3,3,3,Hybrid,5,Below Average,Senior (11-20),Veteran (6-10),62.5677544770057,Moderate
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,No,13,3,4,3,13,3,3,11,10,3,8,1,42.1,5,3,3,3,Remote,3,Low,Senior (11-20),Lifer (10+),59.79925811261215,Moderate
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,No,17,3,3,1,11,3,2,7,1,0,7,4,44.4,5,4,3,5,Hybrid,3,Below Average,Senior (11-20),Veteran (6-10),56.804967352551394,Moderate
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,No,15,3,2,0,10,4,1,10,3,0,8,5,39.5,14,2,4,4,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),40.15542499804151,At Risk
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,No,18,3,4,1,7,6,3,2,1,2,2,3,44.7,15,2,4,3,Remote,5,Below Average,Mid (6-10),Settling (2-3),57.75502186914229,Moderate
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,No,13,3,3,0,7,2,2,3,2,1,2,4,37.9,12,4,4,3,Remote,2,Low,Mid (6-10),Settling (2-3),56.76354128269454,Moderate
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,No,12,3,1,0,11,3,1,3,2,1,2,3,43.7,14,4,4,3,Onsite,4,Average,Senior (11-20),Settling (2-3),59.658378817476475,Moderate
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,26458,0,Yes,13,3,4,1,23,3,4,22,14,13,5,4,52.2,13,5,1,3,Onsite,5,Above Average,Expert (20+),Lifer (10+),54.29585424580667,Moderate
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,No,14,3,2,0,9,3,3,7,7,0,2,4,42.5,10,4,4,2,Remote,3,Average,Mid (6-10),Veteran (6-10),53.57023539200041,Moderate
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1818,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4,4,49.6,13,2,3,4,Onsite,2,Low,Mid (6-10),Established (4-5),48.323382420579684,At Risk
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,4,No,22,4,4,1,13,2,4,9,7,3,7,4,38.2,6,5,3,2,Onsite,4,Average,Senior (11-20),Veteran (6-10),52.91808085791311,Moderate
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,No,17,3,4,1,12,3,3,5,3,0,3,3,40.3,9,3,3,5,Onsite,3,Average,Senior (11-20),Established (4-5),69.08140720886948,Moderate
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,No,21,4,3,2,10,5,3,10,8,4,8,3,40.3,5,4,4,3,Hybrid,5,Average,Mid (6-10),Veteran (6-10),67.38590710263634,Moderate
58,No,Non-Travel,350,Sales,2,3,Medical,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,No,22,4,4,1,37,0,2,16,9,14,14,4,41.9,26,4,2,3,Onsite,4,High,Expert (20+),Lifer (10+),45.89975278777511,At Risk
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,No,16,3,2,1,6,2,4,5,4,0,3,3,38.1,11,1,3,4,Remote,3,Low,Mid (6-10),Established (4-5),45.00195409307958,At Risk
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Yes,12,3,3,1,28,4,3,22,11,14,10,3,48.6,17,5,1,5,Hybrid,2,Above Average,Expert (20+),Lifer (10+),59.163291563011164,Moderate
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,No,12,3,2,1,15,3,3,7,4,7,7,4,39.1,11,3,2,5,Hybrid,2,Below Average,Senior (11-20),Veteran (6-10),50.8645337771865,Moderate
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,No,15,3,2,1,14,2,2,7,1,1,7,2,40.8,9,5,3,5,Hybrid,3,Average,Senior (11-20),Veteran (6-10),79.83457339209778,Healthy
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,No,14,3,4,2,9,3,3,3,2,2,2,3,41.6,14,4,3,4,Onsite,4,Average,Mid (6-10),Settling (2-3),57.755820896848974,Moderate
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,No,25,4,3,1,3,3,3,3,2,1,2,3,38.6,10,5,4,2,Onsite,4,Below Average,Early (3-5),Settling (2-3),55.17404249809197,Moderate
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3,5,53.9,10,5,3,3,Remote,3,Below Average,Senior (11-20),Established (4-5),48.0590705358342,At Risk
26,No,Travel_Rarely,572,Sales,10,3,Medical,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,No,13,3,1,0,5,4,3,5,3,1,2,4,43.0,8,3,3,3,Hybrid,4,Below Average,Early (3-5),Established (4-5),54.279435607022286,Moderate
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1837,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Yes,14,3,2,0,23,3,3,2,2,2,2,4,55.6,36,2,4,4,Hybrid,4,High,Expert (20+),Settling (2-3),55.48344061788571,Moderate
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1839,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,No,16,3,3,0,0,4,1,0,0,0,0,4,38.6,6,3,4,3,Onsite,3,Low,Entry (0-2),New (0-1),50.25563761947581,Moderate
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,No,17,3,3,0,2,4,3,1,0,0,0,4,35.0,3,3,2,4,Hybrid,4,Low,Entry (0-2),New (0-1),49.878233885975234,At Risk
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Yes,15,3,4,3,4,3,3,2,2,2,0,5,46.4,13,2,3,3,Hybrid,2,Low,Early (3-5),Settling (2-3),31.051382810251134,At Risk
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,No,22,4,2,2,10,3,4,8,7,5,7,3,38.4,10,4,3,3,Onsite,5,Below Average,Mid (6-10),Veteran (6-10),61.47517080554009,Moderate
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0,3,48.5,8,5,4,3,Onsite,3,Average,Senior (11-20),New (0-1),63.95927648121235,Moderate
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,No,20,4,3,1,7,5,3,7,7,7,7,2,38.0,9,3,3,4,Hybrid,3,Below Average,Mid (6-10),Veteran (6-10),67.89666056043345,Moderate
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2,4,49.9,4,3,2,3,Hybrid,4,Low,Mid (6-10),Established (4-5),48.44010511667525,At Risk
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,No,13,3,2,0,11,3,4,11,8,3,10,3,37.0,16,4,4,4,Onsite,3,Below Average,Senior (11-20),Lifer (10+),73.96413508627387,Healthy
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,No,13,3,3,0,4,2,4,0,0,0,0,3,41.0,9,1,3,3,Hybrid,4,Below Average,Early (3-5),New (0-1),51.81458829377742,Moderate
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,No,22,4,2,2,10,1,2,6,3,3,3,3,42.8,5,4,5,3,Onsite,4,Low,Mid (6-10),Veteran (6-10),64.61143101529964,Moderate
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,No,12,3,3,0,7,2,3,2,2,2,0,3,37.4,7,2,3,3,Onsite,3,Low,Mid (6-10),Settling (2-3),50.594963671836254,Moderate
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,No,14,3,3,1,12,4,2,9,8,4,7,3,41.7,12,4,2,4,Onsite,4,Average,Senior (11-20),Veteran (6-10),62.28547410557981,Moderate
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,No,15,3,2,1,3,2,3,3,2,2,2,3,35.9,10,2,2,3,Onsite,4,Low,Early (3-5),Settling (2-3),50.347561273915474,Moderate
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,No,17,3,4,2,11,3,3,7,0,1,6,3,41.0,11,3,4,4,Onsite,4,Average,Senior (11-20),Veteran (6-10),55.31469113892956,Moderate
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,No,13,3,4,0,8,3,3,0,0,0,0,1,36.2,10,4,3,3,Hybrid,3,Below Average,Mid (6-10),New (0-1),67.62788948278987,Moderate
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1862,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Yes,12,3,3,0,7,3,2,2,2,2,2,3,54.1,8,4,3,2,Hybrid,3,Average,Mid (6-10),Settling (2-3),44.07613024473599,At Risk
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,No,12,3,4,1,25,5,3,19,17,2,8,3,37.0,10,4,5,3,Hybrid,4,Above Average,Expert (20+),Lifer (10+),64.17698160086451,Moderate
27,No,Travel_Rarely,728,Sales,23,1,Medical,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,No,21,4,4,1,9,5,3,9,8,5,8,2,39.7,8,4,3,4,Remote,4,Below Average,Mid (6-10),Veteran (6-10),64.47002993900945,Moderate
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1865,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,No,11,3,4,0,1,3,3,1,0,0,0,3,40.8,8,3,4,4,Onsite,4,Low,Entry (0-2),New (0-1),56.20096943145343,Moderate
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1866,1,Female,81,2,5,Manager,3,Married,19392,22539,7,No,13,3,4,0,21,2,3,16,12,6,14,5,46.3,17,4,4,5,Onsite,3,High,Expert (20+),Lifer (10+),61.07018801507549,Moderate
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1867,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,No,12,3,4,0,29,3,3,22,10,12,9,5,56.4,20,3,2,4,Onsite,2,High,Expert (20+),Lifer (10+),40.50518996624321,At Risk
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Yes,24,4,2,0,1,3,2,1,0,1,0,4,48.7,12,4,2,5,Onsite,5,Low,Entry (0-2),New (0-1),59.127614561799376,Moderate
46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1869,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,No,21,4,3,3,14,2,3,8,7,0,7,5,38.6,11,4,4,3,Hybrid,4,Average,Senior (11-20),Veteran (6-10),51.298654140743835,Moderate
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1870,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,No,19,3,4,1,8,2,2,7,6,7,3,3,40.0,12,5,2,5,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),57.275093768198325,Moderate
39,No,Travel_Rarely,835,Research & Development,19,4,Other,1871,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,No,14,3,2,3,7,2,3,2,2,2,2,3,35.0,8,4,4,3,Hybrid,4,Below Average,Mid (6-10),Settling (2-3),66.49962881011248,Moderate
55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1873,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,No,20,4,2,1,19,2,4,5,2,0,4,3,38.5,3,4,3,3,Hybrid,3,Low,Senior (11-20),Established (4-5),60.58889251301625,Moderate
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,No,19,3,4,1,1,3,3,1,0,0,0,3,36.3,2,4,5,2,Remote,4,Low,Entry (0-2),New (0-1),57.9617972249129,Moderate
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,No,13,3,3,0,1,3,2,1,0,0,0,3,44.1,5,3,4,3,Onsite,2,Low,Entry (0-2),New (0-1),59.99172514689377,Moderate
22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1878,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Yes,23,4,1,0,1,2,3,1,0,0,0,4,45.9,14,4,3,4,Onsite,4,Low,Entry (0-2),New (0-1),57.067989361549884,Moderate
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1,Yes,13,3,1,1,10,4,3,10,9,1,7,4,55.0,11,2,4,4,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),51.14083442566923,Moderate
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,3,38.6,8,3,4,2,Hybrid,4,Below Average,Mid (6-10),Veteran (6-10),53.34209135650701,Moderate
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1882,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Yes,13,3,4,3,9,3,3,5,3,1,0,4,59.6,9,4,4,2,Remote,3,Average,Mid (6-10),Established (4-5),57.02656329169303,Moderate
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062,19384,3,No,14,3,2,0,11,2,3,3,2,1,2,4,38.3,7,3,4,3,Hybrid,4,Low,Senior (11-20),Settling (2-3),47.61418220555782,At Risk
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Yes,22,4,3,1,16,2,3,5,3,0,4,5,60.8,8,4,5,4,Hybrid,4,Below Average,Senior (11-20),Established (4-5),56.874962622092376,Moderate
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Yes,11,3,4,0,4,2,3,3,2,0,2,3,49.7,8,3,3,4,Onsite,3,Below Average,Early (3-5),Settling (2-3),52.497239133840026,Moderate
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,No,13,3,4,2,10,2,2,9,8,3,8,1,43.8,12,3,3,3,Remote,3,Below Average,Mid (6-10),Veteran (6-10),60.23370752704731,Moderate
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,No,21,4,4,0,10,2,2,10,1,0,8,4,43.4,14,5,4,4,Onsite,4,Below Average,Mid (6-10),Veteran (6-10),65.57847254408354,Moderate
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1892,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,No,11,3,1,1,22,3,3,19,7,11,16,2,45.7,30,3,3,5,Onsite,2,High,Expert (20+),Lifer (10+),62.85658294478333,Moderate
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0,4,37.8,7,2,4,3,Onsite,3,Low,Entry (0-2),New (0-1),43.67632814950786,At Risk
27,No,Travel_Rarely,511,Sales,2,2,Medical,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,No,14,3,2,0,9,5,2,8,7,0,7,2,40.8,10,3,4,3,Hybrid,4,Average,Mid (6-10),Veteran (6-10),65.02216287440933,Moderate
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1900,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,No,11,3,2,1,24,3,3,22,17,4,7,2,47.5,22,2,4,5,Onsite,3,High,Expert (20+),Lifer (10+),72.5569934709895,Healthy
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,No,15,3,4,1,10,5,3,2,0,2,2,4,40.9,12,3,2,3,Hybrid,4,Below Average,Mid (6-10),Settling (2-3),44.54932780254749,At Risk
34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1905,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0,5,39.8,2,3,3,4,Remote,3,Low,Early (3-5),Established (4-5),36.40998617194751,At Risk
56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1907,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,No,16,3,4,0,5,3,3,4,2,1,0,3,39.4,14,2,3,2,Remote,3,Low,Early (3-5),Established (4-5),48.722385488101125,At Risk
36,No,Travel_Rarely,335,Sales,17,2,Marketing,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,No,16,3,3,2,12,1,1,4,2,1,3,1,49.5,11,4,5,5,Onsite,3,Below Average,Senior (11-20),Established (4-5),73.62302776749586,Healthy
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1909,3,Female,54,3,2,Sales Executive,2,Married,4393,26841,5,No,21,4,3,1,14,3,3,5,4,1,4,3,46.1,16,2,3,4,Remote,4,Below Average,Senior (11-20),Established (4-5),52.4675418555714,Moderate
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1911,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,No,13,3,2,1,18,3,4,13,7,5,7,4,41.6,23,4,4,3,Onsite,3,Above Average,Senior (11-20),Lifer (10+),54.12208586877655,Moderate
